id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
10726,F,1.5,1.1875,0.3875,27.1304715,12.06271225,6.350288,7.93786,10.0
10727,M,1.275,0.9875,0.3125,19.74542675,9.05766525,3.5436875,4.9611625,7.0
10728,F,1.5,1.175,0.4125,28.5479465,12.28950825,5.6982495,9.07184,9.0
10729,M,1.725,1.35,0.45,47.95317925,21.16290175,9.17106325,13.324265,11.0
10730,F,1.4125,1.1,0.3625,25.16018125,10.546014,4.7343665,8.50485,19.0
10731,I,0.7,0.525,0.175,3.061746,1.360776,0.8788345,0.850485,9.0
10732,M,1.45,1.075,0.3875,24.6924145,11.07047975,6.010094,7.087375,9.0
10733,I,0.5875,0.4375,0.2,2.48058125,0.97805775,0.623689,0.60951425,6.0
10734,I,0.4125,0.275,0.05,0.41106775,0.1417475,0.0850485,0.1417475,4.0
10735,M,1.525,1.2125,0.425,30.51823675,14.0330025,7.21494775,8.50485,11.0
10736,I,1.075,0.8125,0.275,11.07047975,5.34388075,2.4097075,2.90582375,8.0
10737,I,1.3125,1.025,0.3875,21.38969775,9.8939755,4.32329875,5.00368675,8.0
10738,M,1.375,1.1125,0.375,22.01338675,9.2135875,4.706017,7.7961125,12.0
10739,F,1.625,1.2375,0.4125,36.117263,17.0380495,8.68912175,9.07184,9.0
10740,I,1.1375,0.9125,0.3125,12.34620725,5.953395,2.67902775,3.47281375,8.0
10741,M,1.225,0.8875,0.3,14.004653,6.25106475,2.7499015,3.8271825,9.0
10742,M,1.825,1.425,0.5375,62.652395,30.71668325,11.0846545,15.06775925,11.0
10743,M,1.4,1.075,0.325,21.3471735,10.53183925,4.025629,4.9611625,9.0
10744,I,1.2125,0.925,0.3125,15.35125425,6.123492,2.87747425,3.8271825,8.0
10745,M,1.45,1.15,0.375,24.720764,10.5176645,5.6415505,7.93786,12.0
10746,M,1.575,1.2125,0.475,35.19590425,12.54465375,6.81805475,11.29727575,16.0
10747,M,1.525,1.175,0.35,24.84833675,12.00601325,4.86193925,7.7961125,8.0
10748,M,0.5,0.375,0.125,1.09145575,0.38271825,0.226796,0.340194,4.0
10749,F,1.4625,1.1875,0.3375,29.18581025,13.1258185,5.556502,7.767763,12.0
10750,I,1.0125,0.775,0.25,9.63883,4.72019175,1.97029025,2.551455,8.0
10751,M,1.525,1.175,0.375,29.80949925,13.60776,6.19436575,7.824462,10.0
10752,I,0.8125,0.625,0.225,5.71242425,2.778251,1.190679,1.71514475,6.0
10753,I,0.95,0.7375,0.25,10.7444605,4.9611625,2.50893075,2.36718325,6.0
10754,I,1.0875,0.875,0.3,13.1258185,4.89028875,3.0333965,3.5436875,8.0
10755,F,1.3125,1.0,0.3125,20.3265915,8.7032965,4.89028875,5.5281525,10.0
10756,M,1.0625,0.7875,0.225,9.298636,3.41611475,1.85689225,2.5798045,7.0
10757,I,0.8375,0.625,0.175,4.80524025,2.721552,1.26155275,1.5592225,5.0
10758,I,1.225,0.925,0.275,15.2236815,6.02426875,2.96252275,4.252425,8.0
10759,M,0.875,0.6625,0.2125,6.39281225,2.83495,1.190679,1.984465,9.0
10760,F,1.3125,1.0375,0.4,25.86891875,9.82310175,4.77689075,8.3631025,13.0
10761,I,0.95,0.6875,0.225,5.25883225,2.551455,1.190679,2.4097075,7.0
10762,F,1.5875,1.25,0.3875,34.91240925,14.911837,7.767763,9.19941275,11.0
10763,F,0.875,0.6375,0.2,5.25883225,2.48058125,1.09145575,1.70097,6.0
10764,I,0.9375,0.7,0.2125,5.783298,2.721552,1.13398,1.7293195,6.0
10765,I,0.4125,0.275,0.0375,0.41106775,0.1417475,0.0850485,0.1417475,4.0
10766,I,1.3125,0.975,0.35,23.133192,11.29727575,4.55009475,6.123492,9.0
10767,I,1.0,0.8,0.25,8.12213175,3.27436725,1.814368,2.9766975,9.0
10768,F,1.2875,1.0,0.3625,20.638436,8.34892775,4.6209685,6.16601625,9.0
10769,F,1.6625,1.2625,0.5,40.7382315,18.49804875,10.2341695,10.3475675,11.0
10770,M,1.225,0.95,0.3125,16.76872925,9.19941275,3.07592075,4.53592,10.0
10771,M,1.3375,1.05,0.325,23.5017355,10.02154825,5.14543425,5.8116475,9.0
10772,I,0.85,0.6125,0.225,5.08873525,2.041164,1.14815475,1.5592225,6.0
10773,M,1.2625,0.9625,0.3375,18.71067,8.60407325,3.7137845,5.5281525,10.0
10774,I,1.1,0.875,0.3125,13.39513875,6.16601625,3.10427025,3.5436875,7.0
10775,M,1.6,1.2375,0.4,33.26813825,15.52135125,6.36446275,8.0796075,9.0
10776,I,0.9875,0.75,0.225,9.3836845,5.839997,2.1262125,2.551455,7.0
10777,M,1.375,1.075,0.3875,23.700182,10.47514025,4.60679375,7.7961125,9.0
10778,F,1.55,1.2,0.3875,36.627554,16.23008875,9.241937,10.0640725,13.0
10779,I,1.225,0.975,0.3125,16.2442635,6.293589,3.231843,4.29494925,11.0
10780,M,1.5,1.225,0.4125,31.18445,11.69416875,7.257472,10.77281,15.0
10781,F,1.65,1.2875,0.5,44.9906565,19.20678625,9.355335,11.3681495,10.0
10782,F,1.425,1.1375,0.375,30.0221205,14.401546,6.98815175,8.221355,10.0
10783,I,1.025,0.775,0.25,7.98038425,3.58621175,1.74349425,2.551455,7.0
10784,F,1.4375,1.075,0.35,24.777463,12.28950825,5.0178615,6.80388,9.0
10785,M,1.45,1.15,0.3875,26.365035,10.4609655,4.7343665,7.7961125,11.0
10786,I,1.1375,0.8625,0.275,12.984071,6.02426875,2.721552,3.685435,7.0
10787,F,1.85,1.525,0.475,54.941331,25.84056925,10.87203325,12.757275,15.0
10788,F,1.6375,1.325,0.4875,40.7382315,16.82542825,9.53960675,13.891255,18.0
10789,I,0.4,0.325,0.0625,0.5953395,0.21262125,0.113398,0.1417475,5.0
10790,I,1.1,0.8625,0.2875,11.55242125,4.29494925,2.25378525,3.30271675,7.0
10791,I,0.875,0.6375,0.225,6.10931725,2.82077525,1.48834875,1.871067,7.0
10792,M,1.5,1.15,0.4,30.51823675,10.659412,6.8889285,8.3631025,9.0
10793,F,1.5625,1.2125,0.4125,38.20095125,17.73261225,7.66853975,10.489315,11.0
10794,I,1.3125,1.0,0.275,15.762322,7.27164675,2.84912475,4.762716,8.0
10795,M,1.4,1.1125,0.3875,23.11901725,9.87980075,4.55009475,6.80388,8.0
10796,F,1.3875,1.075,0.35,20.638436,9.7805775,4.479221,5.386405,9.0
10797,F,1.3375,1.075,0.375,23.85610425,7.257472,4.77689075,7.654365,16.0
10798,M,1.3875,1.0625,0.3625,21.659018,11.623295,4.37999775,5.953395,8.0
10799,M,1.4125,1.125,0.3375,27.952607,10.262519,5.783298,7.654365,12.0
10800,F,1.625,1.25,0.4625,40.24211525,18.6256215,8.2497045,10.3475675,12.0
10801,I,0.9875,0.7375,0.3,7.72523875,3.67126025,1.23320325,2.26796,6.0
10802,M,1.425,1.15,0.425,22.5945515,9.6104805,4.89028875,7.2291225,13.0
10803,I,1.125,0.875,0.25,13.8062065,5.68407475,3.01922175,3.75630875,8.0
10804,F,1.675,1.35,0.4875,47.95317925,21.16290175,10.90038275,11.4815475,11.0
10805,M,1.3125,1.0,0.325,18.27125275,7.35669525,4.53592,4.819415,9.0
10806,I,0.9875,0.75,0.2375,8.5331995,4.55009475,2.25378525,2.551455,7.0
10807,I,1.1,0.775,0.2125,8.901743,3.345241,1.63009625,2.1262125,6.0
10808,I,0.4625,0.3375,0.1125,0.7654365,0.29766975,0.15592225,0.3118445,4.0
10809,F,1.525,1.2125,0.5,36.35823375,16.1308655,8.2497045,8.731646,10.0
10810,F,1.35,1.05,0.35,17.860185,7.1724235,4.252425,5.79747275,12.0
10811,I,0.8875,0.65,0.2125,5.443104,1.74349425,1.0489315,1.984465,7.0
10812,M,1.5375,1.2875,0.4375,31.241149,11.453198,6.4353365,11.056305,12.0
10813,F,1.45,1.1625,0.3875,30.51823675,13.13999325,5.8683465,7.767763,10.0
10814,M,1.4625,1.1625,0.375,27.76833525,11.0846545,5.20213325,9.07184,13.0
10815,I,1.175,0.8875,0.325,13.19669225,5.6982495,2.50893075,4.6776675,9.0
10816,I,1.2875,0.975,0.2625,16.51358375,8.66077225,3.13261975,3.685435,7.0
10817,I,1.025,0.7875,0.25,9.07184,4.32329875,1.8427175,2.551455,6.0
10818,F,1.525,1.175,0.375,28.36367475,12.303683,5.2446575,8.3631025,9.0
10819,F,1.5875,1.3,0.4125,38.5836695,17.0097,8.51902475,10.2341695,12.0
10820,M,1.3375,1.125,0.35,30.674159,13.11164375,6.010094,8.9300925,15.0
10821,I,0.95,0.675,0.1875,6.27941425,2.6932025,1.23320325,1.984465,9.0
10822,F,1.1,0.8375,0.2875,9.695529,3.572037,2.36718325,3.118445,7.0
10823,M,1.425,1.125,0.35,23.91280325,11.15552825,4.12485225,6.520385,10.0
10824,M,1.5,1.1,0.375,27.6974615,12.3320325,7.2858215,7.5126175,10.0
10825,F,1.7,1.375,0.5375,49.34230475,14.33067225,8.5898985,23.1048425,21.0
10826,M,1.325,1.0625,0.325,23.00561925,10.4609655,4.706017,5.6699,9.0
10827,F,1.3625,1.075,0.325,21.6873675,9.42620875,5.23048275,6.70465675,10.0
10828,I,1.1375,0.9,0.275,12.68640125,5.11708475,2.42388225,3.118445,7.0
10829,F,1.5625,1.2375,0.4625,36.967748,14.35902175,9.99319875,10.0640725,11.0
10830,F,1.55,1.1,0.4,26.2232875,10.319218,5.2446575,8.3631025,15.0
10831,F,1.525,1.175,0.3875,36.27318525,17.22232125,6.59125875,8.6465975,9.0
10832,F,1.5875,1.25,0.4,36.38658325,15.80484625,8.66077225,9.56795625,12.0
10833,I,0.9375,0.7125,0.225,6.39281225,3.118445,1.37495075,2.1262125,6.0
10834,M,1.35,1.075,0.35,22.89222125,9.128539,4.932813,6.520385,12.0
10835,M,1.4125,1.075,0.3875,24.323871,11.8217415,4.706017,6.9456275,12.0
10836,I,0.7125,0.5375,0.1875,3.30271675,1.26155275,0.72291225,0.9922325,5.0
10837,M,1.5875,1.3,0.425,39.98696975,18.9091165,8.334753,10.07824725,9.0
10838,M,1.3,0.9875,0.3125,18.597272,8.63242275,3.98310475,4.819415,8.0
10839,M,1.6125,1.1625,0.4375,38.612019,18.0586315,8.391452,10.489315,11.0
10840,I,1.1,0.8125,0.225,9.93649975,4.63514325,1.7293195,2.6932025,8.0
10841,M,1.5125,1.1875,0.375,27.6974615,12.82814875,5.10291,7.7961125,11.0
10842,M,1.35,1.0875,0.35,21.55979475,7.3425205,5.499803,6.6621325,11.0
10843,F,1.4125,1.1125,0.3375,26.932025,11.97766375,6.066793,7.654365,10.0
10844,I,1.3375,1.05,0.375,19.8163005,8.788345,4.3941725,6.80388,8.0
10845,M,1.6625,1.2875,0.4,38.08755325,18.61144675,8.57572375,10.0640725,11.0
10846,M,1.575,1.225,0.425,31.127751,15.37960375,6.42116175,8.9300925,10.0
10847,F,1.325,1.05,0.4125,21.72989175,7.3992195,5.0178615,8.71747125,14.0
10848,M,1.45,1.125,0.325,23.79940525,10.41844125,4.2240755,7.654365,14.0
10849,F,1.3375,1.0625,0.3875,27.442316,8.71747125,5.17378375,7.7961125,21.0
10850,I,1.1625,0.9,0.275,14.04717725,6.02426875,2.84912475,4.479221,9.0
10851,I,1.3875,1.1,0.3625,24.73493875,10.33339275,4.86193925,7.7961125,11.0
10852,M,1.65,1.3125,0.5125,43.64405525,19.6462035,10.41844125,12.3320325,9.0
10853,I,1.5,1.3125,0.45,34.529691,11.8784405,7.2291225,11.4106738,11.0
10854,I,0.4,0.275,0.0625,0.75126175,0.2551455,0.1417475,0.1417475,4.0
10855,F,1.425,1.125,0.425,26.08154,11.8784405,5.99591925,6.80388,11.0
10856,M,1.1875,0.9375,0.3,16.68368075,7.654365,3.64291075,4.876114,11.0
10857,M,1.55,1.2,0.4,30.40483875,13.65028425,6.917278,8.788345,9.0
10858,F,1.5375,1.1875,0.4375,36.570855,17.1514475,7.64019025,9.17106325,10.0
10859,M,1.625,1.2875,0.475,44.21104525,21.04950375,9.241937,9.2135875,11.0
10860,M,1.625,1.25,0.4375,38.3001745,16.96717575,7.47009325,11.056305,12.0
10861,M,1.3625,1.175,0.5,31.3828965,13.7495075,6.2652395,10.3475675,14.0
10862,F,1.5625,1.2125,0.3875,37.1094955,16.34348675,7.98038425,9.07184,10.0
10863,F,1.425,1.1375,0.4,30.0221205,12.47378,7.200773,7.7961125,13.0
10864,I,1.0625,0.8125,0.275,10.0073735,4.97533725,2.05533875,2.83495,7.0
10865,M,1.575,1.2375,0.4875,37.6197865,16.45688475,8.66077225,10.3475675,11.0
10866,M,1.7,1.3875,0.5,50.6605565,23.359988,10.92873225,14.33067225,10.0
10867,I,0.775,0.5375,0.1875,3.21766825,1.417475,0.77961125,1.13398,6.0
10868,I,1.3,0.9625,0.3125,18.313777,8.0796075,3.86970675,5.10291,8.0
10869,F,1.4,1.1125,0.4125,25.27357925,11.736693,5.99591925,6.520385,8.0
10870,F,1.3125,1.0125,0.3125,24.84833675,12.40290625,5.556502,5.8116475,9.0
10871,F,1.525,1.275,0.3875,30.40483875,13.99047825,5.556502,8.788345,11.0
10872,I,1.5125,1.175,0.375,27.8675585,12.00601325,6.59125875,8.3631025,9.0
10873,F,1.4,1.125,0.425,26.2232875,9.8372765,5.0745605,9.922325,13.0
10874,F,1.2,0.9875,0.3375,14.8834875,5.6699,3.685435,4.3941725,9.0
10875,M,1.5125,1.1375,0.3625,27.1871705,11.8784405,5.556502,8.50485,12.0
10876,I,1.0625,0.7875,0.2375,8.60407325,3.685435,1.77184375,2.6365035,7.0
10877,I,1.125,0.8375,0.275,12.587178,6.02426875,3.0333965,3.8271825,8.0
10878,F,1.5625,1.25,0.4375,31.127751,10.39009175,6.56290925,11.623295,16.0
10879,F,1.4625,1.125,0.425,29.27085875,11.113004,4.23825025,8.3631025,23.0
10880,F,1.55,1.225,0.4375,37.42134,18.3421265,7.881161,9.07184,13.0
10881,M,1.4125,1.1,0.4375,26.1098895,10.432616,5.91087075,7.654365,12.0
10882,I,1.2875,0.9625,0.3125,17.61921425,7.9095105,3.6570855,5.10291,7.0
10883,I,1.1,0.8375,0.225,10.33339275,4.5075705,2.36718325,3.5436875,9.0
10884,F,1.65,1.2875,0.4875,42.354153,17.93105875,11.01378075,11.1980525,11.0
10885,M,1.275,1.0,0.325,17.7184375,6.406987,3.4869885,6.80388,8.0
10886,M,1.7125,1.325,0.425,37.15201975,15.46465225,9.1568885,10.0640725,15.0
10887,I,1.0125,0.75,0.225,8.618248,4.12485225,1.7293195,2.26796,6.0
10888,M,1.5625,1.1625,0.4125,31.19862475,10.81533425,6.2652395,10.3475675,16.0
10889,M,1.5,1.1125,0.4375,31.62386725,10.5743635,6.80388,8.0796075,23.0
10890,F,1.525,1.175,0.4,30.900955,14.4298955,6.747181,8.9300925,8.0
10891,F,1.475,1.1875,0.3875,27.45649075,13.05494475,6.50621025,7.2291225,12.0
10892,M,1.125,0.8375,0.25,11.6516445,4.9611625,2.36718325,3.8271825,10.0
10893,M,1.6875,1.3125,0.4125,49.781722,24.79163775,11.2547515,11.509897,10.0
10894,M,1.575,1.225,0.475,37.35046625,16.5277585,8.85921875,10.0640725,11.0
10895,M,1.4,1.125,0.3625,26.138239,8.09378225,4.252425,7.93786,14.0
10896,M,1.3125,1.0,0.35,18.767369,7.767763,4.15320175,5.8116475,12.0
10897,I,1.425,1.1125,0.425,25.231055,10.16329575,5.8683465,8.3631025,12.0
10898,M,1.4,1.1125,0.4125,26.2799865,12.870673,5.06038575,7.37087,10.0
10899,M,1.0875,0.8875,0.3125,11.94931425,4.74854125,2.891649,3.5436875,9.0
10900,M,1.4,1.125,0.3625,21.885814,9.70970375,4.32329875,7.654365,13.0
10901,M,1.6875,1.375,0.5375,45.91201525,16.51358375,10.3475675,18.5689225,17.0
10902,M,1.7375,1.3,0.4125,38.55532,17.73261225,7.75358825,11.3398,12.0
10903,I,0.925,0.7,0.225,6.30776375,2.551455,1.360776,1.7860185,8.0
10904,F,1.75,1.4125,0.5,51.95045875,23.926978,11.29727575,14.17475,11.0
10905,F,1.775,1.325,0.5,44.80638475,13.380964,10.8578585,17.0097,16.0
10906,F,1.5125,1.1625,0.375,27.51318975,13.39513875,6.3219385,7.2291225,9.0
10907,F,1.6125,1.275,0.5125,42.2124055,13.65028425,8.674947,13.1825175,18.0
10908,I,0.375,0.3,0.075,0.5953395,0.21262125,0.1417475,0.170097,5.0
10909,M,1.4375,1.1375,0.425,27.895908,11.453198,7.07320025,7.654365,14.0
10910,M,1.375,1.0875,0.375,24.73493875,9.8372765,5.40057975,7.7961125,10.0
10911,F,1.5625,1.25,0.45,40.029494,19.6462035,8.60407325,11.056305,13.0
10912,I,0.875,0.6875,0.2375,7.38504475,3.55786225,1.7293195,2.26796,8.0
10913,M,1.4125,1.1375,0.375,24.79163775,11.793392,4.6776675,6.520385,9.0
10914,I,0.475,0.35,0.125,0.69456275,0.283495,0.26932025,0.226796,4.0
10915,I,0.7,0.525,0.1875,3.67126025,1.26155275,0.8788345,0.9922325,5.0
10916,M,1.175,0.9125,0.3125,14.2030995,6.10931725,2.42388225,4.139027,8.0
10917,M,1.175,0.9375,0.3,14.458245,6.93145275,2.87747425,3.75630875,6.0
10918,M,1.4125,1.1,0.3125,23.870279,9.87980075,5.556502,7.654365,11.0
10919,F,1.5875,1.275,0.4375,33.26813825,13.947954,7.24329725,10.489315,11.0
10920,F,1.375,1.125,0.3625,27.0737725,8.3631025,5.5281525,6.23689,14.0
10921,F,1.5625,1.2375,0.4625,38.20095125,18.58309725,8.66077225,8.9300925,10.0
10922,I,1.3125,1.0,0.325,20.36911575,9.8939755,3.7137845,5.37223025,8.0
10923,F,1.675,1.3125,0.475,45.8978405,15.06775925,9.015141,19.12173775,17.0
10924,I,1.35,1.0375,0.3125,20.638436,8.60407325,4.86193925,5.386405,10.0
10925,I,1.05,0.775,0.225,8.40562675,3.24601775,1.6159215,2.3530085,6.0
10926,I,0.8,0.625,0.225,5.00368675,2.22543575,1.020582,1.7860185,7.0
10927,I,1.175,0.9375,0.2875,14.5999925,6.25106475,2.96252275,3.8271825,6.0
10928,F,1.0625,0.875,0.325,15.87572,4.9611625,2.9199985,4.9611625,10.0
10929,M,1.25,0.95,0.3125,15.5071765,7.47009325,3.24601775,4.819415,8.0
10930,I,0.925,0.725,0.25,6.917278,2.96252275,1.8427175,2.1262125,7.0
10931,I,1.0,0.7375,0.2875,8.63242275,4.15320175,1.85689225,2.4097075,7.0
10932,I,0.7,0.6125,0.2,4.40834725,1.871067,1.13398,1.3891255,6.0
10933,F,1.5125,1.2125,0.425,32.601925,11.38232425,6.56290925,9.922325,17.0
10934,I,1.425,1.1,0.3875,26.7902775,12.23280925,5.8683465,7.5126175,9.0
10935,F,1.3375,1.0,0.375,18.0586315,6.8889285,4.252425,5.953395,11.0
10936,M,1.5625,1.2375,0.3625,30.83008125,13.6361095,7.75358825,8.7599955,11.0
10937,M,1.3875,1.1,0.375,24.4089195,9.14271375,5.8116475,7.7961125,10.0
10938,F,1.575,1.2,0.425,29.95124675,10.659412,7.52679225,8.788345,11.0
10939,F,1.3125,1.0375,0.4875,26.535132,8.91591775,6.2652395,8.788345,13.0
10940,F,1.175,0.8875,0.325,13.53688625,4.932813,2.36718325,3.40194,8.0
10941,I,1.1625,0.875,0.35,12.43125575,5.499803,2.50893075,3.685435,8.0
10942,F,1.6375,1.325,0.475,37.137845,13.87708025,7.41339425,11.90679,18.0
10943,M,1.3125,1.0125,0.275,17.4349425,7.75358825,5.00368675,4.9611625,9.0
10944,I,1.1375,0.875,0.3125,12.48795475,5.68407475,3.01922175,3.24601775,7.0
10945,M,1.4625,1.15,0.3625,27.20134525,13.7495075,5.8683465,7.2291225,10.0
10946,M,0.9,0.675,0.2125,6.19436575,3.2601925,1.077281,1.984465,8.0
10947,F,1.4125,1.0625,0.3625,27.76833525,12.23280925,5.216308,7.654365,9.0
10948,M,0.9125,0.675,0.225,7.2858215,2.42388225,1.45999925,2.1262125,17.0
10949,M,1.1875,0.9125,0.35,19.32018425,9.31281075,3.2601925,4.819415,8.0
10950,I,0.5125,0.35,0.125,0.89300925,0.38271825,0.226796,0.26932025,5.0
10951,I,1.2625,0.9375,0.3125,18.427175,9.68135425,4.025629,4.819415,9.0
10952,F,1.5,1.175,0.375,29.5685285,12.133586,6.3219385,8.63242275,12.0
10953,M,1.075,0.85,0.275,12.99824575,5.443104,2.778251,3.685435,9.0
10954,F,1.45,1.1125,0.3625,26.94619975,9.82310175,5.8683465,7.5126175,8.0
10955,M,1.5125,1.175,0.375,28.81726675,11.12717875,5.556502,7.7961125,10.0
10956,M,1.325,1.05,0.425,22.169309,7.711064,5.329706,7.654365,16.0
10957,M,1.175,0.9375,0.325,15.80484625,6.633783,3.72795925,5.2446575,10.0
10958,M,1.3125,1.0,0.3,19.60367925,8.8733935,4.8477645,5.6699,10.0
10959,F,1.5375,1.175,0.45,33.83512825,14.9968855,8.88756825,8.334753,12.0
10960,I,1.05,0.7875,0.275,8.9300925,3.7137845,1.927766,2.6932025,8.0
10961,F,1.575,1.225,0.4125,36.85435,14.10387625,8.391452,9.07184,11.0
10962,I,1.3625,1.0375,0.325,17.8885345,8.29222875,3.8838815,5.0745605,8.0
10963,M,1.3625,1.0625,0.35,20.3265915,9.0434905,4.1106775,5.5281525,8.0
10964,M,1.75,1.3,0.55,52.43240025,22.35358075,12.530479,11.90679,13.0
10965,I,1.15,0.9,0.3125,12.984071,5.96756975,2.9199985,3.685435,8.0
10966,M,1.125,0.8375,0.2625,11.509897,4.63514325,2.5231055,3.40194,9.0
10967,F,1.6375,1.2875,0.4125,39.12231,18.427175,8.50485,11.056305,10.0
10968,M,1.3,1.025,0.2875,18.01610725,8.77417025,4.252425,5.953395,10.0
10969,M,1.375,1.0875,0.4125,24.8625115,9.8372765,4.09650275,7.7961125,16.0
10970,M,1.325,1.0125,0.2625,21.55979475,9.90815025,4.46504625,6.0384435,21.0
10971,I,0.6625,0.5,0.1625,2.1262125,0.8788345,0.58116475,0.850485,6.0
10972,I,1.125,0.8375,0.25,10.75863525,4.876114,2.08368825,2.4097075,7.0
10973,I,0.9375,0.675,0.2375,6.98815175,3.118445,1.17650425,1.984465,9.0
10974,F,1.3375,1.025,0.375,24.73493875,8.06543275,5.159609,9.19941275,10.0
10975,F,1.625,1.3,0.4,41.48949325,18.83824275,9.241937,11.623295,9.0
10976,I,0.525,0.375,0.1125,1.09145575,0.43941725,0.226796,0.396893,4.0
10977,M,1.475,1.1375,0.4125,30.8159065,14.78426425,7.07320025,7.654365,12.0
10978,M,1.3125,1.0,0.3125,19.66037825,9.31281075,4.23825025,5.82582225,9.0
10979,F,1.7375,1.325,0.45,43.1762885,20.2131935,9.7238785,12.40290625,10.0
10980,M,1.3625,1.0,0.35,19.85882475,8.618248,3.86970675,5.6699,18.0
10981,F,1.675,1.35,0.5,39.7743485,19.731252,8.50485,11.90679,13.0
10982,M,1.4625,1.1875,0.4125,29.44095575,14.7133905,7.07320025,6.23689,8.0
10983,M,1.2125,0.925,0.35,16.726205,6.0951425,4.32329875,4.1106775,8.0
10984,M,1.225,0.95,0.3,14.17475,6.27941425,3.75630875,5.2446575,10.0
10985,F,1.2,0.95,0.3125,15.71979775,7.087375,3.07592075,4.7343665,10.0
10986,M,1.6,1.2625,0.4375,39.8877465,19.391058,8.00873375,9.4970825,11.0
10987,M,0.5375,0.375,0.125,1.09145575,0.43941725,0.1417475,0.283495,5.0
10988,M,1.5375,1.25,0.45,40.83745475,13.9763035,8.63242275,11.7650425,19.0
10989,M,0.925,0.675,0.225,6.350288,2.721552,1.0489315,1.984465,7.0
10990,M,1.375,1.125,0.375,24.53649225,12.0485375,6.05261825,6.80388,11.0
10991,F,1.7625,1.4,0.5,52.34735175,21.16290175,11.43902325,16.3009625,13.0
10992,I,0.4875,0.4,0.1,0.8221355,0.4252425,0.1417475,0.2551455,4.0
10993,M,1.775,1.4,0.45,51.95045875,23.6151335,11.963489,12.8423235,10.0
10994,F,1.575,1.225,0.425,32.16250775,14.2030995,8.32057825,9.07184,13.0
10995,M,1.6875,1.3,0.45,41.560367,17.56251525,8.561549,11.3681495,11.0
10996,M,1.65,1.3625,0.4625,45.756093,19.74542675,10.5743635,11.623295,12.0
10997,I,1.375,1.05,0.325,21.659018,10.432616,4.195726,5.953395,9.0
10998,F,1.5625,1.2,0.425,35.19590425,14.89766225,7.2858215,9.6104805,11.0
10999,M,1.45,1.15,0.4125,26.52095725,10.8578585,4.66349275,10.6310625,11.0
11000,I,1.15,0.875,0.275,12.587178,5.74077375,2.778251,3.96893,8.0
11001,I,0.825,0.6,0.2,4.7343665,2.16873675,0.97805775,1.3891255,6.0
11002,F,1.5,1.2,0.425,32.2333815,11.623295,6.406987,9.2135875,17.0
11003,M,1.625,1.3125,0.4375,37.32211675,16.6978555,7.01650125,11.77921725,10.0
11004,I,0.8125,0.6125,0.2125,4.20990075,1.91359125,0.97805775,1.2757275,7.0
11005,I,1.175,0.8625,0.3,12.14776075,6.13766675,2.50893075,3.33106625,7.0
11006,M,1.425,1.1125,0.3375,26.251637,10.61688775,5.8683465,7.654365,11.0
11007,M,1.525,1.2125,0.375,31.53881875,14.7133905,6.8322295,8.6465975,8.0
11008,I,0.4375,0.3125,0.125,0.86465975,0.3118445,0.21262125,0.283495,4.0
11009,M,1.3,1.0125,0.3125,21.55979475,7.654365,3.95475525,6.9456275,15.0
11010,I,1.3625,1.0375,0.3375,21.21960075,8.34892775,3.798833,7.5126175,9.0
11011,F,1.1375,0.9,0.325,13.39513875,5.159609,3.5436875,4.1106775,9.0
11012,I,1.4125,1.125,0.375,26.40755925,10.149121,6.08096775,7.37087,11.0
11013,F,1.25,0.9375,0.35,14.8267885,5.8683465,3.345241,5.386405,6.0
11014,I,0.9375,0.725,0.25,6.917278,2.891649,1.077281,2.4097075,7.0
11015,M,0.8375,0.65,0.225,6.30776375,2.494756,1.03475675,2.4097075,10.0
11016,F,1.175,0.925,0.3125,14.81261375,6.350288,3.2601925,4.252425,8.0
11017,I,0.8625,0.6625,0.225,8.8733935,3.912231,1.9561155,2.551455,7.0
11018,I,0.925,0.7125,0.225,7.9095105,3.55786225,1.7293195,2.1262125,8.0
11019,I,1.125,0.9625,0.3125,13.53688625,6.6621325,2.50893075,3.345241,7.0
11020,M,1.4375,1.125,0.3875,30.7592075,13.1258185,7.81028725,7.2291225,11.0
11021,M,1.4,1.0625,0.35,24.8058125,10.87203325,6.0951425,6.9456275,11.0
11022,I,1.1875,0.9,0.2875,14.514944,5.556502,3.1467945,4.06815325,9.0
11023,M,1.45,1.15,0.3625,30.43318825,13.5794105,5.8683465,7.5126175,9.0
11024,I,1.45,1.15,0.35,27.0170735,12.6722265,6.56290925,8.1363065,9.0
11025,I,1.175,0.9,0.2875,16.386011,7.81028725,3.50116325,4.6776675,8.0
11026,F,1.1,0.75,0.3,12.984071,5.4147545,2.9766975,3.5436875,13.0
11027,M,1.375,1.1125,0.375,30.277266,14.92601175,5.40057975,8.1930055,7.0
11028,M,1.4125,1.1,0.3375,26.03901575,11.8784405,5.1879585,7.37087,9.0
11029,I,1.025,0.8,0.2875,9.36950975,3.98310475,1.814368,2.9766975,8.0
11030,M,1.3375,1.075,0.3125,23.09066775,10.56018875,4.3374735,5.6699,9.0
11031,M,0.525,0.375,0.125,1.09145575,0.43941725,0.24097075,0.283495,5.0
11032,F,1.6125,1.25,0.45,36.61337925,14.401546,8.7032965,9.07184,12.0
11033,M,1.525,1.225,0.4,29.9654215,12.927372,7.52679225,8.6465975,11.0
11034,M,1.525,1.2,0.4,31.638042,12.417081,7.3992195,8.88756825,16.0
